month,channel,city,units_sold,list_sales_inr,discounts_inr,net_sales_inr,variable_cost_inr,marketing_spend_inr,active_consumers,repeat_consumers,new_consumers,outlets_or_listings,availability_rate,is_simulated,data_note
2024-10-01,Quick commerce,Hyderabad,23951,3592650,785905.5,2806744.5,1772374,178789.05,16411,7408,3599,32,0.7106,True,Simulated assumption; not Red Bull private data
2024-10-01,Quick commerce,Pune,23969,3595350,555360.2,3039989.8,1773706,146763.89,18100,8608,3910,33,0.7239,True,Simulated assumption; not Red Bull private data
2024-10-01,Quick commerce,Chennai,23892,3583800,678452.37,2905347.63,1768008,119852.23,17178,8030,3425,38,0.7115,True,Simulated assumption; not Red Bull private data
2024-10-01,Cafés,Mumbai,13305,2328375,145586.62,2182788.38,1091010,88520.21,9625,5295,1055,30,0.7168,True,Simulated assumption; not Red Bull private data
2024-10-01,Cafés,Delhi NCR,12047,2108225,183393.99,1924831.01,987854,140051.61,8503,4856,966,29,0.7216,True,Simulated assumption; not Red Bull private data
2024-10-01,Cafés,Bengaluru,12557,2197475,141372.49,2056102.51,1029674,107997.65,9401,5328,983,27,0.7307,True,Simulated assumption; not Red Bull private data
2024-10-01,Cafés,Hyderabad,9236,1616300,150563.69,1465736.31,757352,67739.22,6290,3382,679,21,0.7147,True,Simulated assumption; not Red Bull private data
2024-10-01,Cafés,Pune,9584,1677200,84162.19,1593037.81,785888,73705.62,7122,4020,816,20,0.7355,True,Simulated assumption; not Red Bull private data
2024-10-01,Cafés,Chennai,8892,1556100,104102.27,1451997.73,729144,72945.59,6378,3734,769,20,0.7903,True,Simulated assumption; not Red Bull private data
2024-10-01,Sports/events,Mumbai,9313,1490080,10608.41,1479471.59,726414,75616.3,6673,2443,1924,23,0.7338,True,Simulated assumption; not Red Bull private data
2024-10-01,Sports/events,Delhi NCR,8556,1368960,82012.32,1286947.68,667368,102042.53,6665,2448,2003,20,0.7019,True,Simulated assumption; not Red Bull private data
2024-10-01,Sports/events,Bengaluru,8840,1414400,22357.35,1392042.65,689520,104349.6,6854,2454,2129,23,0.7341,True,Simulated assumption; not Red Bull private data
2024-10-01,Sports/events,Hyderabad,7888,1262080,11930.07,1250149.93,615264,57153.75,5916,2104,1639,20,0.7438,True,Simulated assumption; not Red Bull private data
2024-10-01,Sports/events,Pune,8111,1297760,13516.14,1284243.86,632658,102897.58,5748,2106,1794,20,0.7423,True,Simulated assumption; not Red Bull private data
2024-10-01,Sports/events,Chennai,6380,1020800,0.0,1020800.0,497640,56102.6,4400,1590,1132,20,0.7146,True,Simulated assumption; not Red Bull private data
2024-11-01,Grocery,Mumbai,31856,3982000,315445.5,3666554.5,2166208,154017.87,24350,10496,3860,75,0.7476,True,Simulated assumption; not Red Bull private data
2024-11-01,Grocery,Delhi NCR,30297,3787125,427141.66,3359983.34,2060196,181633.14,22062,9000,3379,71,0.7234,True,Simulated assumption; not Red Bull private data
2024-11-01,Grocery,Bengaluru,30140,3767500,314374.82,3453125.18,2049520,159904.72,22313,9088,3482,68,0.7048,True,Simulated assumption; not Red Bull private data
2024-11-01,Grocery,Hyderabad,24853,3106625,389976.37,2716648.63,1690004,147154.8,18371,8024,2758,53,0.7536,True,Simulated assumption; not Red Bull private data
2024-11-01,Grocery,Pune,27039,3379875,297007.38,3082867.62,1838652,168434.96,18170,7726,2990,72,0.7858,True,Simulated assumption; not Red Bull private data
2024-11-01,Grocery,Chennai,24555,3069375,228686.84,2840688.16,1669740,139102.59,18284,7337,2654,55,0.7625,True,Simulated assumption; not Red Bull private data
2024-11-01,Convenience,Mumbai,43903,6365935,636707.95,5729227.05,3161016,219024.24,31646,14793,4292,114,0.7664,True,Simulated assumption; not Red Bull private data
2024-11-01,Convenience,Delhi NCR,35417,5135465,313877.13,4821587.87,2550024,204322.83,27321,12929,3418,95,0.7716,True,Simulated assumption; not Red Bull private data
2024-11-01,Convenience,Bengaluru,44066,6389570,515071.02,5874498.98,3172752,246241.36,32457,16451,4308,111,0.7692,True,Simulated assumption; not Red Bull private data
2024-11-01,Convenience,Hyderabad,36997,5364565,272295.13,5092269.87,2663784,176607.03,26650,11665,3095,80,0.7533,True,Simulated assumption; not Red Bull private data
2024-11-01,Convenience,Pune,34322,4976690,412293.83,4564396.17,2471184,208223.93,23780,11403,3138,76,0.7407,True,Simulated assumption; not Red Bull private data
2024-11-01,Convenience,Chennai,34948,5067460,202704.82,4864755.18,2516256,199326.16,27582,13224,3769,82,0.7392,True,Simulated assumption; not Red Bull private data
2024-11-01,E-commerce,Mumbai,25225,3481050,540952.62,2940097.38,1765750,143573.51,17769,8845,3100,42,0.7378,True,Simulated assumption; not Red Bull private data
2024-11-01,E-commerce,Delhi NCR,23906,3299028,688278.86,2610749.14,1673420,160217.1,16467,8104,2995,38,0.7455,True,Simulated assumption; not Red Bull private data
2024-11-01,E-commerce,Bengaluru,26870,3708060,758643.15,2949416.85,1880900,135746.4,19495,10562,3423,36,0.7097,True,Simulated assumption; not Red Bull private data
2024-11-01,E-commerce,Hyderabad,21513,2968794,677703.28,2291090.72,1505910,101638.99,16427,8411,3247,26,0.7334,True,Simulated assumption; not Red Bull private data
2024-11-01,E-commerce,Pune,17553,2422314,383784.08,2038529.92,1228710,126840.0,12627,6476,2541,24,0.7295,True,Simulated assumption; not Red Bull private data
2024-11-01,E-commerce,Chennai,19816,2734608,472995.86,2261612.14,1387120,108573.61,14047,7283,2576,23,0.7094,True,Simulated assumption; not Red Bull private data
2024-11-01,Quick commerce,Mumbai,31384,4707600,1118200.45,3589399.55,2322416,150007.29,22835,10508,4971,39,0.719,True,Simulated assumption; not Red Bull private data
2024-11-01,Quick commerce,Delhi NCR,29446,4416900,913520.46,3503379.54,2179004,181886.11,20511,9552,4542,43,0.7435,True,Simulated assumption; not Red Bull private data
2024-11-01,Quick commerce,Bengaluru,30342,4551300,899350.12,3651949.88,2245308,184225.17,23348,10695,4684,41,0.745,True,Simulated assumption; not Red Bull private data
2024-11-01,Quick commerce,Hyderabad,25895,3884250,740579.46,3143670.54,1916230,146174.54,19645,9486,4330,34,0.7174,True,Simulated assumption; not Red Bull private data
2024-11-01,Quick commerce,Pune,23527,3529050,699124.97,2829925.03,1740998,176726.54,16931,7658,3436,32,0.7695,True,Simulated assumption; not Red Bull private data
2024-11-01,Quick commerce,Chennai,26160,3924000,804345.25,3119654.75,1935840,129065.96,18942,8714,4028,38,0.7919,True,Simulated assumption; not Red Bull private data
2024-11-01,Cafés,Mumbai,14272,2497600,72098.19,2425501.81,1170304,129655.28,9639,5444,1127,31,0.7398,True,Simulated assumption; not Red Bull private data
2024-11-01,Cafés,Delhi NCR,12231,2140425,14696.47,2125728.53,1002942,86700.23,8650,4572,962,27,0.7282,True,Simulated assumption; not Red Bull private data
2024-11-01,Cafés,Bengaluru,13213,2312275,158351.88,2153923.12,1083466,146694.69,9581,5448,1119,29,0.7634,True,Simulated assumption; not Red Bull private data
2024-11-01,Cafés,Hyderabad,12319,2155825,65529.41,2090295.59,1010158,118749.93,9350,5024,1132,30,0.7146,True,Simulated assumption; not Red Bull private data
2024-11-01,Cafés,Pune,11168,1954400,72203.43,1882196.57,915776,98192.76,8026,4421,916,26,0.7077,True,Simulated assumption; not Red Bull private data
2024-11-01,Cafés,Chennai,10353,1811775,53765.6,1758009.4,848946,76011.61,7943,4487,886,26,0.7233,True,Simulated assumption; not Red Bull private data
2024-11-01,Sports/events,Mumbai,9202,1472320,38529.47,1433790.53,717756,107652.95,6958,2521,2087,22,0.7461,True,Simulated assumption; not Red Bull private data
2024-11-01,Sports/events,Delhi NCR,9272,1483520,65149.4,1418370.6,723216,122617.4,6718,2449,2013,20,0.7413,True,Simulated assumption; not Red Bull private data
2024-11-01,Sports/events,Bengaluru,9694,1551040,22350.39,1528689.61,756132,70186.21,7600,2838,2263,26,0.7353,True,Simulated assumption; not Red Bull private data
2024-11-01,Sports/events,Hyderabad,7818,1250880,132335.67,1118544.33,609804,75343.61,5741,2093,1734,20,0.7844,True,Simulated assumption; not Red Bull private data
2024-11-01,Sports/events,Pune,7686,1229760,44245.21,1185514.79,599508,100147.17,5831,2089,1639,20,0.8068,True,Simulated assumption; not Red Bull private data
2024-11-01,Sports/events,Chennai,6649,1063840,24907.76,1038932.24,518622,62501.14,4951,1816,1475,20,0.7239,True,Simulated assumption; not Red Bull private data
2024-12-01,Grocery,Mumbai,27473,3434125,372640.38,3061484.62,1868164,172909.68,19531,7861,3085,69,0.7764,True,Simulated assumption; not Red Bull private data
2024-12-01,Grocery,Delhi NCR,29022,3627750,366340.45,3261409.55,1973496,181200.7,22157,9363,3427,71,0.7273,True,Simulated assumption; not Red Bull private data
2024-12-01,Grocery,Bengaluru,28724,3590500,224582.2,3365917.8,1953232,153262.24,21783,8710,3107,64,0.7431,True,Simulated assumption; not Red Bull private data
2024-12-01,Grocery,Hyderabad,21855,2731875,180163.68,2551711.32,1486140,106953.29,16184,6516,2413,56,0.7195,True,Simulated assumption; not Red Bull private data
2024-12-01,Grocery,Pune,23957,2994625,284006.81,2710618.19,1629076,147530.7,17274,7550,2551,62,0.7627,True,Simulated assumption; not Red Bull private data
2024-12-01,Grocery,Chennai,22219,2777375,253932.3,2523442.7,1510892,114077.39,17067,7030,2565,52,0.7696,True,Simulated assumption; not Red Bull private data
2024-12-01,Convenience,Mumbai,42444,6154380,334616.84,5819763.16,3055968,204497.32,29349,14683,4241,109,0.7877,True,Simulated assumption; not Red Bull private data
2024-12-01,Convenience,Delhi NCR,35218,5106610,419427.76,4687182.24,2535696,186803.27,25968,12206,3221,83,0.7674,True,Simulated assumption; not Red Bull private data
2024-12-01,Convenience,Bengaluru,40604,5887580,257175.74,5630404.26,2923488,213343.31,28363,14028,3597,100,0.7794,True,Simulated assumption; not Red Bull private data
2024-12-01,Convenience,Hyderabad,34669,5027005,495321.08,4531683.92,2496168,201855.09,26433,12309,3480,84,0.7641,True,Simulated assumption; not Red Bull private data
2024-12-01,Convenience,Pune,30117,4366965,386144.15,3980820.85,2168424,176120.49,22750,10991,3127,71,0.7169,True,Simulated assumption; not Red Bull private data
2024-12-01,Convenience,Chennai,29533,4282285,446013.87,3836271.13,2126376,136594.48,20998,10659,2610,68,0.7547,True,Simulated assumption; not Red Bull private data
2024-12-01,E-commerce,Mumbai,23904,3298752,470716.87,2828035.13,1673280,131934.08,17043,8639,2646,34,0.7442,True,Simulated assumption; not Red Bull private data
2024-12-01,E-commerce,Delhi NCR,23986,3310068,494979.49,2815088.51,1679020,160411.1,17320,8545,2818,31,0.776,True,Simulated assumption; not Red Bull private data
2024-12-01,E-commerce,Bengaluru,23291,3214158,376863.99,2837294.01,1630370,144014.98,18120,9303,3170,36,0.7335,True,Simulated assumption; not Red Bull private data
2024-12-01,E-commerce,Hyderabad,17844,2462472,480742.24,1981729.76,1249080,108539.82,12766,6153,2272,26,0.7396,True,Simulated assumption; not Red Bull private data
2024-12-01,E-commerce,Pune,17855,2463990,453001.7,2010988.3,1249850,143800.49,13215,6593,2326,25,0.7658,True,Simulated assumption; not Red Bull private data
2024-12-01,E-commerce,Chennai,18518,2555484,566154.65,1989329.35,1296260,108796.99,15131,7702,2789,27,0.7268,True,Simulated assumption; not Red Bull private data
2024-12-01,Quick commerce,Mumbai,28184,4227600,798604.04,3428995.96,2085616,161948.69,20503,9477,4539,43,0.748,True,Simulated assumption; not Red Bull private data
2024-12-01,Quick commerce,Delhi NCR,29701,4455150,816406.78,3638743.22,2197874,144167.39,20360,9262,4310,45,0.7748,True,Simulated assumption; not Red Bull private data
2024-12-01,Quick commerce,Bengaluru,30993,4648950,962786.62,3686163.38,2293482,200942.34,22093,10069,4643,44,0.7049,True,Simulated assumption; not Red Bull private data
2024-12-01,Quick commerce,Hyderabad,23887,3583050,681004.93,2902045.07,1767638,150082.36,17326,8106,3442,29,0.7433,True,Simulated assumption; not Red Bull private data
2024-12-01,Quick commerce,Pune,24893,3733950,818119.12,2915830.88,1842082,176206.01,17165,7831,3650,36,0.7655,True,Simulated assumption; not Red Bull private data
2024-12-01,Quick commerce,Chennai,21821,3273150,579589.03,2693560.97,1614754,169111.42,16514,7382,3408,24,0.7365,True,Simulated assumption; not Red Bull private data
2024-12-01,Cafés,Mumbai,11933,2088275,77035.69,2011239.31,978506,98829.79,8581,4346,954,26,0.7641,True,Simulated assumption; not Red Bull private data
2024-12-01,Cafés,Delhi NCR,12211,2136925,38365.75,2098559.25,1001302,100666.28,8907,4920,967,25,0.7151,True,Simulated assumption; not Red Bull private data
2024-12-01,Cafés,Bengaluru,13088,2290400,81086.63,2209313.37,1073216,85251.29,9668,5265,1012,30,0.7576,True,Simulated assumption; not Red Bull private data
2024-12-01,Cafés,Hyderabad,11457,2004975,116533.39,1888441.61,939474,127373.93,8233,4595,904,26,0.7133,True,Simulated assumption; not Red Bull private data
2024-12-01,Cafés,Pune,9346,1635550,60890.11,1574659.89,766372,129257.97,6521,3455,738,23,0.7294,True,Simulated assumption; not Red Bull private data
2024-12-01,Cafés,Chennai,8512,1489600,64789.09,1424810.91,697984,121877.58,6232,3526,661,21,0.7141,True,Simulated assumption; not Red Bull private data
2024-12-01,Sports/events,Mumbai,9345,1495200,0.0,1495200.0,728910,111112.41,6871,2618,2041,22,0.6971,True,Simulated assumption; not Red Bull private data
2024-12-01,Sports/events,Delhi NCR,8735,1397600,0.0,1397600.0,681330,113003.21,6230,2247,1817,22,0.7554,True,Simulated assumption; not Red Bull private data
2024-12-01,Sports/events,Bengaluru,9320,1491200,90530.54,1400669.46,726960,104909.69,7251,2520,2398,22,0.7615,True,Simulated assumption; not Red Bull private data
2024-12-01,Sports/events,Hyderabad,8151,1304160,56245.03,1247914.97,635778,104053.92,5692,2149,1622,20,0.72,True,Simulated assumption; not Red Bull private data
2024-12-01,Sports/events,Pune,6814,1090240,47049.36,1043190.64,531492,102404.9,5027,1931,1602,20,0.7536,True,Simulated assumption; not Red Bull private data
2024-12-01,Sports/events,Chennai,7156,1144960,23659.37,1121300.63,558168,63822.82,5250,1954,1481,20,0.7125,True,Simulated assumption; not Red Bull private data
2025-01-01,Grocery,Mumbai,26398,3299750,388066.3,2911683.7,1795064,161473.09,20621,8404,3129,58,0.7583,True,Simulated assumption; not Red Bull private data
2025-01-01,Grocery,Delhi NCR,23129,2891125,344926.5,2546198.5,1572772,113928.19,16171,6463,2485,64,0.7981,True,Simulated assumption; not Red Bull private data
2025-01-01,Grocery,Bengaluru,26635,3329375,175126.36,3154248.64,1811180,145621.14,18441,7663,2917,66,0.7313,True,Simulated assumption; not Red Bull private data
2025-01-01,Grocery,Hyderabad,17289,2161125,249109.75,1912015.25,1175652,113944.97,13340,5606,1951,44,0.7884,True,Simulated assumption; not Red Bull private data
2025-01-01,Grocery,Pune,19642,2455250,325936.87,2129313.13,1335656,119515.23,14920,6324,2248,45,0.7337,True,Simulated assumption; not Red Bull private data
2025-01-01,Grocery,Chennai,17611,2201375,167562.53,2033812.47,1197548,106419.71,13746,5764,2165,45,0.7582,True,Simulated assumption; not Red Bull private data
2025-01-01,Convenience,Mumbai,32901,4770645,452578.0,4318067.0,2368872,194250.24,24626,11327,3227,88,0.7595,True,Simulated assumption; not Red Bull private data
2025-01-01,Convenience,Delhi NCR,33122,4802690,437971.11,4364718.89,2384784,169373.69,24670,11263,3106,85,0.7729,True,Simulated assumption; not Red Bull private data
2025-01-01,Convenience,Bengaluru,35387,5131115,371431.43,4759683.57,2547864,164502.76,25842,12689,3237,84,0.7562,True,Simulated assumption; not Red Bull private data
2025-01-01,Convenience,Hyderabad,26006,3770870,152192.0,3618678.0,1872432,135254.28,19274,8822,2312,61,0.803,True,Simulated assumption; not Red Bull private data
2025-01-01,Convenience,Pune,28085,4072325,306772.5,3765552.5,2022120,139450.02,20886,9556,2842,65,0.7856,True,Simulated assumption; not Red Bull private data
2025-01-01,Convenience,Chennai,25254,3661830,218412.6,3443417.4,1818288,154716.35,18320,8918,2349,57,0.8041,True,Simulated assumption; not Red Bull private data
2025-01-01,E-commerce,Mumbai,18810,2595780,509353.87,2086426.13,1316700,118509.3,13273,6361,2512,23,0.7872,True,Simulated assumption; not Red Bull private data
2025-01-01,E-commerce,Delhi NCR,18710,2581980,422623.5,2159356.5,1309700,93318.23,13923,6760,2596,26,0.7326,True,Simulated assumption; not Red Bull private data
2025-01-01,E-commerce,Bengaluru,21877,3019026,500413.03,2518612.97,1531390,158423.31,16367,7842,3018,33,0.7821,True,Simulated assumption; not Red Bull private data
2025-01-01,E-commerce,Hyderabad,16448,2269824,430412.78,1839411.22,1151360,110301.59,11940,5842,1945,24,0.7687,True,Simulated assumption; not Red Bull private data
2025-01-01,E-commerce,Pune,14290,1972020,362732.17,1609287.83,1000300,102880.28,11246,5638,2018,20,0.8148,True,Simulated assumption; not Red Bull private data
2025-01-01,E-commerce,Chennai,14888,2054544,296694.25,1757849.75,1042160,100311.24,10590,5285,2034,24,0.7752,True,Simulated assumption; not Red Bull private data
2025-01-01,Quick commerce,Mumbai,27781,4167150,794196.83,3372953.17,2055794,142938.27,19887,8579,4467,42,0.8244,True,Simulated assumption; not Red Bull private data
2025-01-01,Quick commerce,Delhi NCR,25448,3817200,630837.79,3186362.21,1883152,147881.17,19244,8341,4337,38,0.763,True,Simulated assumption; not Red Bull private data
2025-01-01,Quick commerce,Bengaluru,24239,3635850,785808.32,2850041.68,1793686,120890.08,17428,7497,3817,37,0.7465,True,Simulated assumption; not Red Bull private data
2025-01-01,Quick commerce,Hyderabad,19775,2966250,619071.43,2347178.57,1463350,144380.9,14123,6295,3121,28,0.8146,True,Simulated assumption; not Red Bull private data
2025-01-01,Quick commerce,Pune,18218,2732700,549703.78,2182996.22,1348132,149048.15,13683,6454,3044,24,0.7608,True,Simulated assumption; not Red Bull private data
2025-01-01,Quick commerce,Chennai,17023,2553450,499745.29,2053704.71,1259702,118448.83,13137,6093,2573,21,0.8056,True,Simulated assumption; not Red Bull private data
2025-01-01,Cafés,Mumbai,10095,1766625,84342.25,1682282.75,827790,128816.77,6845,3952,738,26,0.7653,True,Simulated assumption; not Red Bull private data
2025-01-01,Cafés,Delhi NCR,10236,1791300,153583.02,1637716.98,839352,99536.46,7589,4265,849,23,0.8119,True,Simulated assumption; not Red Bull private data
2025-01-01,Cafés,Bengaluru,10844,1897700,51857.64,1845842.36,889208,129877.14,7941,4301,887,25,0.7245,True,Simulated assumption; not Red Bull private data
2025-01-01,Cafés,Hyderabad,8078,1413650,71020.09,1342629.91,662396,83274.61,5853,3274,660,20,0.7157,True,Simulated assumption; not Red Bull private data
2025-01-01,Cafés,Pune,9117,1595475,25487.04,1569987.96,747594,81292.37,6731,3613,743,20,0.778,True,Simulated assumption; not Red Bull private data
2025-01-01,Cafés,Chennai,7657,1339975,71580.6,1268394.4,627874,121563.28,5577,2937,626,22,0.7978,True,Simulated assumption; not Red Bull private data
2025-01-01,Sports/events,Mumbai,7456,1192960,57212.81,1135747.19,581568,117819.24,5269,1982,1467,20,0.7599,True,Simulated assumption; not Red Bull private data
2025-01-01,Sports/events,Delhi NCR,6736,1077760,3717.03,1074042.97,525408,60293.08,4847,1699,1350,20,0.7582,True,Simulated assumption; not Red Bull private data
2025-01-01,Sports/events,Bengaluru,8014,1282240,32742.9,1249497.1,625092,99805.02,5914,2164,1772,20,0.766,True,Simulated assumption; not Red Bull private data
2025-01-01,Sports/events,Hyderabad,5862,937920,9806.18,928113.82,457236,60125.92,4452,1628,1309,20,0.7814,True,Simulated assumption; not Red Bull private data
2025-01-01,Sports/events,Pune,6181,988960,52788.43,936171.57,482118,59094.43,4868,1766,1456,20,0.7702,True,Simulated assumption; not Red Bull private data
2025-01-01,Sports/events,Chennai,5835,933600,10835.55,922764.45,455130,103105.34,4289,1547,1216,20,0.8026,True,Simulated assumption; not Red Bull private data
2025-02-01,Grocery,Mumbai,23984,2998000,249360.82,2748639.18,1630912,123027.41,17163,6777,2655,69,0.7668,True,Simulated assumption; not Red Bull private data
2025-02-01,Grocery,Delhi NCR,24922,3115250,181715.81,2933534.19,1694696,132917.88,19348,8045,2810,58,0.7949,True,Simulated assumption; not Red Bull private data
2025-02-01,Grocery,Bengaluru,24809,3101125,292481.0,2808644.0,1687012,144015.83,18203,7304,2784,50,0.7649,True,Simulated assumption; not Red Bull private data
2025-02-01,Grocery,Hyderabad,20566,2570750,305879.74,2264870.26,1398488,114892.02,15138,6618,2375,50,0.7992,True,Simulated assumption; not Red Bull private data
2025-02-01,Grocery,Pune,18881,2360125,280289.83,2079835.17,1283908,116188.72,14168,6064,2241,41,0.7533,True,Simulated assumption; not Red Bull private data
2025-02-01,Grocery,Chennai,18397,2299625,256402.45,2043222.55,1250996,124361.38,13780,5412,1969,48,0.8216,True,Simulated assumption; not Red Bull private data
2025-02-01,Convenience,Mumbai,33940,4921300,244138.76,4677161.24,2443680,150175.42,26538,12518,3367,90,0.7666,True,Simulated assumption; not Red Bull private data
2025-02-01,Convenience,Delhi NCR,30624,4440480,435411.46,4005068.54,2204928,202210.55,22907,10356,2820,77,0.7748,True,Simulated assumption; not Red Bull private data
2025-02-01,Convenience,Bengaluru,34326,4977270,358474.71,4618795.29,2471472,185643.72,25357,12590,2863,76,0.78,True,Simulated assumption; not Red Bull private data
2025-02-01,Convenience,Hyderabad,29023,4208335,326265.57,3882069.43,2089656,141903.47,20926,9859,2686,75,0.7577,True,Simulated assumption; not Red Bull private data
2025-02-01,Convenience,Pune,27433,3977785,311977.01,3665807.99,1975176,180000.54,19783,9814,2730,64,0.7707,True,Simulated assumption; not Red Bull private data
2025-02-01,Convenience,Chennai,25560,3706200,266007.53,3440192.47,1840320,155062.1,18829,9112,2310,56,0.8296,True,Simulated assumption; not Red Bull private data
2025-02-01,E-commerce,Mumbai,19635,2709630,448591.05,2261038.95,1374450,131031.08,14440,7366,2581,27,0.7718,True,Simulated assumption; not Red Bull private data
2025-02-01,E-commerce,Delhi NCR,19681,2715978,367829.1,2348148.9,1377670,97175.81,15372,7709,2444,27,0.8445,True,Simulated assumption; not Red Bull private data
2025-02-01,E-commerce,Bengaluru,20294,2800572,536755.27,2263816.73,1420580,108849.01,14321,6821,2532,29,0.7292,True,Simulated assumption; not Red Bull private data
2025-02-01,E-commerce,Hyderabad,16856,2326128,328614.47,1997513.53,1179920,104010.81,12452,5961,2321,21,0.8171,True,Simulated assumption; not Red Bull private data
2025-02-01,E-commerce,Pune,15146,2090148,265670.44,1824477.56,1060220,140278.07,11748,5938,2174,21,0.7503,True,Simulated assumption; not Red Bull private data
2025-02-01,E-commerce,Chennai,14356,1981128,312516.09,1668611.91,1004920,81801.25,10608,5095,1939,20,0.7834,True,Simulated assumption; not Red Bull private data
2025-02-01,Quick commerce,Mumbai,27714,4157100,780632.44,3376467.56,2050836,136566.71,21306,9541,4486,36,0.7657,True,Simulated assumption; not Red Bull private data
2025-02-01,Quick commerce,Delhi NCR,23815,3572250,691042.45,2881207.55,1762310,154318.92,16460,6951,3274,35,0.736,True,Simulated assumption; not Red Bull private data
2025-02-01,Quick commerce,Bengaluru,29267,4390050,727856.81,3662193.19,2165758,201481.55,21716,10213,4711,36,0.7702,True,Simulated assumption; not Red Bull private data
2025-02-01,Quick commerce,Hyderabad,23973,3595950,573713.39,3022236.61,1774002,139510.3,16826,7458,3269,37,0.8366,True,Simulated assumption; not Red Bull private data
2025-02-01,Quick commerce,Pune,18743,2811450,528851.38,2282598.62,1386982,129287.49,13597,6185,2762,27,0.7859,True,Simulated assumption; not Red Bull private data
2025-02-01,Quick commerce,Chennai,18957,2843550,591677.58,2251872.42,1402818,134431.14,14257,6561,3126,28,0.7405,True,Simulated assumption; not Red Bull private data
2025-02-01,Cafés,Mumbai,10379,1816325,25690.91,1790634.09,851078,91119.42,7706,4290,894,25,0.7812,True,Simulated assumption; not Red Bull private data
2025-02-01,Cafés,Delhi NCR,10712,1874600,149955.34,1724644.66,878384,106151.73,8177,4515,885,23,0.7936,True,Simulated assumption; not Red Bull private data
2025-02-01,Cafés,Bengaluru,11184,1957200,158388.88,1798811.12,917088,128466.36,7425,4075,815,25,0.8356,True,Simulated assumption; not Red Bull private data
2025-02-01,Cafés,Hyderabad,8695,1521625,73563.24,1448061.76,712990,80881.81,6514,3331,689,22,0.7603,True,Simulated assumption; not Red Bull private data
2025-02-01,Cafés,Pune,9121,1596175,46733.0,1549442.0,747922,120551.53,6709,3631,729,20,0.7511,True,Simulated assumption; not Red Bull private data
2025-02-01,Cafés,Chennai,7845,1372875,32797.42,1340077.58,643290,97721.33,5300,2937,589,21,0.7593,True,Simulated assumption; not Red Bull private data
2025-02-01,Sports/events,Mumbai,7930,1268800,47456.31,1221343.69,618540,99195.16,6094,2253,1796,20,0.7671,True,Simulated assumption; not Red Bull private data
2025-02-01,Sports/events,Delhi NCR,7184,1149440,0.0,1149440.0,560352,83031.07,5120,1871,1573,20,0.7831,True,Simulated assumption; not Red Bull private data
2025-02-01,Sports/events,Bengaluru,7939,1270240,5267.97,1264972.03,619242,96914.4,6067,2132,1848,20,0.7598,True,Simulated assumption; not Red Bull private data
2025-02-01,Sports/events,Hyderabad,6493,1038880,0.0,1038880.0,506454,71980.47,4898,1901,1521,20,0.768,True,Simulated assumption; not Red Bull private data
2025-02-01,Sports/events,Pune,5843,934880,39024.15,895855.85,455754,68584.65,4423,1606,1326,20,0.7803,True,Simulated assumption; not Red Bull private data
2025-02-01,Sports/events,Chennai,6332,1013120,27530.51,985589.49,493896,104380.26,4664,1679,1365,20,0.7421,True,Simulated assumption; not Red Bull private data
2025-03-01,Grocery,Mumbai,25716,3214500,197492.08,3017007.92,1748688,138343.5,18489,7937,2749,62,0.7574,True,Simulated assumption; not Red Bull private data
2025-03-01,Grocery,Delhi NCR,26912,3364000,297575.89,3066424.11,1830016,142307.22,19285,8145,3210,63,0.7707,True,Simulated assumption; not Red Bull private data
2025-03-01,Grocery,Bengaluru,28143,3517875,336505.64,3181369.36,1913724,116509.28,20743,8271,2961,66,0.7839,True,Simulated assumption; not Red Bull private data
2025-03-01,Grocery,Hyderabad,21991,2748875,235977.91,2512897.09,1495388,120267.5,16806,7034,2571,50,0.8023,True,Simulated assumption; not Red Bull private data
2025-03-01,Grocery,Pune,22253,2781625,304291.02,2477333.98,1513204,127227.47,16809,7035,2552,57,0.7717,True,Simulated assumption; not Red Bull private data
2025-03-01,Grocery,Chennai,20479,2559875,215771.37,2344103.63,1392572,108732.99,14615,6122,2181,40,0.7825,True,Simulated assumption; not Red Bull private data
2025-03-01,Convenience,Mumbai,37762,5475490,416504.39,5058985.61,2718864,194813.98,26223,12223,2963,86,0.7781,True,Simulated assumption; not Red Bull private data
2025-03-01,Convenience,Delhi NCR,38975,5651375,380058.19,5271316.81,2806200,233270.85,28537,13520,3900,92,0.7675,True,Simulated assumption; not Red Bull private data
2025-03-01,Convenience,Bengaluru,38501,5582645,207081.42,5375563.58,2772072,218812.33,30662,14749,3833,82,0.8018,True,Simulated assumption; not Red Bull private data
2025-03-01,Convenience,Hyderabad,32242,4675090,167763.73,4507326.27,2321424,197676.71,23945,11405,3200,77,0.7685,True,Simulated assumption; not Red Bull private data
2025-03-01,Convenience,Pune,29355,4256475,537423.84,3719051.16,2113560,186816.22,19354,9704,2700,70,0.802,True,Simulated assumption; not Red Bull private data
2025-03-01,Convenience,Chennai,27563,3996635,375535.33,3621099.67,1984536,140597.75,19468,9145,2673,70,0.7703,True,Simulated assumption; not Red Bull private data
2025-03-01,E-commerce,Mumbai,21974,3032412,459897.4,2572514.6,1538180,107594.06,15341,7766,2864,31,0.8133,True,Simulated assumption; not Red Bull private data
2025-03-01,E-commerce,Delhi NCR,21711,2996118,486546.33,2509571.67,1519770,158731.78,16432,7995,3009,30,0.7617,True,Simulated assumption; not Red Bull private data
