month,channel,city,discounts_inr,marketing_spend_inr,promotion_type,promo_days,is_simulated
2025-07-01,Cafés,Pune,124484.22,86340.39,trade visibility / display,12,True
2025-07-01,Cafés,Chennai,112129.55,115794.65,trade visibility / display,10,True
2025-07-01,Sports/events,Mumbai,71173.76,106330.47,sampling / event activation,14,True
2025-07-01,Sports/events,Delhi NCR,82118.4,67892.77,sampling / event activation,10,True
2025-07-01,Sports/events,Bengaluru,22870.52,74807.87,sampling / event activation,9,True
2025-07-01,Sports/events,Hyderabad,69173.66,66884.18,sampling / event activation,5,True
2025-07-01,Sports/events,Pune,0.0,66034.55,sampling / event activation,13,True
2025-07-01,Sports/events,Chennai,40398.21,101642.18,sampling / event activation,12,True
2025-08-01,Grocery,Mumbai,498959.79,173707.29,trade visibility / display,6,True
2025-08-01,Grocery,Delhi NCR,413202.94,150491.13,trade visibility / display,12,True
2025-08-01,Grocery,Bengaluru,347361.59,162370.22,trade visibility / display,12,True
2025-08-01,Grocery,Hyderabad,260716.61,116754.64,trade visibility / display,4,True
2025-08-01,Grocery,Pune,232247.88,137456.14,trade visibility / display,5,True
2025-08-01,Grocery,Chennai,327364.61,109965.92,trade visibility / display,10,True
2025-08-01,Convenience,Mumbai,334095.39,212440.3,trade visibility / display,11,True
2025-08-01,Convenience,Delhi NCR,370880.05,183498.2,trade visibility / display,11,True
2025-08-01,Convenience,Bengaluru,579632.68,231748.01,trade visibility / display,7,True
2025-08-01,Convenience,Hyderabad,380463.49,193297.34,trade visibility / display,13,True
2025-08-01,Convenience,Pune,122304.28,185343.98,trade visibility / display,8,True
2025-08-01,Convenience,Chennai,609513.16,177893.15,trade visibility / display,5,True
2025-08-01,E-commerce,Mumbai,551385.42,174927.75,bundle / search placement,4,True
2025-08-01,E-commerce,Delhi NCR,828438.91,171249.03,bundle / search placement,14,True
2025-08-01,E-commerce,Bengaluru,685147.66,184343.58,bundle / search placement,12,True
2025-08-01,E-commerce,Hyderabad,447197.02,104463.51,bundle / search placement,8,True
2025-08-01,E-commerce,Pune,478153.01,100047.4,bundle / search placement,5,True
2025-08-01,E-commerce,Chennai,499329.5,114176.17,bundle / search placement,4,True
2025-08-01,Quick commerce,Mumbai,1246655.84,220133.57,instant discount / app visibility,4,True
2025-08-01,Quick commerce,Delhi NCR,1106544.93,170419.14,instant discount / app visibility,4,True
2025-08-01,Quick commerce,Bengaluru,1056597.64,167641.33,instant discount / app visibility,9,True
2025-08-01,Quick commerce,Hyderabad,999203.8,183595.24,instant discount / app visibility,5,True
2025-08-01,Quick commerce,Pune,817477.42,164326.25,instant discount / app visibility,4,True
2025-08-01,Quick commerce,Chennai,811491.56,168600.74,instant discount / app visibility,6,True
2025-08-01,Cafés,Mumbai,59990.92,134672.76,trade visibility / display,12,True
2025-08-01,Cafés,Delhi NCR,89634.37,124976.08,trade visibility / display,9,True
2025-08-01,Cafés,Bengaluru,142339.93,137817.18,trade visibility / display,4,True
2025-08-01,Cafés,Hyderabad,111847.65,106153.13,trade visibility / display,12,True
2025-08-01,Cafés,Pune,123837.76,92184.17,trade visibility / display,9,True
2025-08-01,Cafés,Chennai,148811.56,114829.99,trade visibility / display,5,True
2025-08-01,Sports/events,Mumbai,133962.65,101044.36,sampling / event activation,11,True
2025-08-01,Sports/events,Delhi NCR,43218.43,78399.86,sampling / event activation,15,True
2025-08-01,Sports/events,Bengaluru,0.0,130757.99,sampling / event activation,10,True
2025-08-01,Sports/events,Hyderabad,53826.16,93682.74,sampling / event activation,5,True
2025-08-01,Sports/events,Pune,21308.98,111363.94,sampling / event activation,7,True
2025-08-01,Sports/events,Chennai,0.0,65629.12,sampling / event activation,10,True
2025-09-01,Grocery,Mumbai,429302.23,170833.31,trade visibility / display,15,True
2025-09-01,Grocery,Delhi NCR,396978.75,182082.29,trade visibility / display,15,True
2025-09-01,Grocery,Bengaluru,62205.34,165189.45,trade visibility / display,15,True
2025-09-01,Grocery,Hyderabad,413955.41,141635.87,trade visibility / display,13,True
2025-09-01,Grocery,Pune,306171.86,114989.85,trade visibility / display,10,True
2025-09-01,Grocery,Chennai,233492.39,142222.36,trade visibility / display,11,True
2025-09-01,Convenience,Mumbai,472809.36,239366.9,trade visibility / display,12,True
2025-09-01,Convenience,Delhi NCR,509120.2,223840.68,trade visibility / display,12,True
2025-09-01,Convenience,Bengaluru,459562.73,222425.15,trade visibility / display,11,True
2025-09-01,Convenience,Hyderabad,348808.2,194467.06,trade visibility / display,4,True
2025-09-01,Convenience,Pune,316609.4,153199.16,trade visibility / display,14,True
2025-09-01,Convenience,Chennai,388050.45,144608.57,trade visibility / display,3,True
2025-09-01,E-commerce,Mumbai,465839.08,157447.69,bundle / search placement,8,True
2025-09-01,E-commerce,Delhi NCR,734497.81,140688.41,bundle / search placement,8,True
2025-09-01,E-commerce,Bengaluru,631252.08,148908.08,bundle / search placement,15,True
2025-09-01,E-commerce,Hyderabad,517878.41,130403.51,bundle / search placement,4,True
2025-09-01,E-commerce,Pune,657145.63,138010.25,bundle / search placement,9,True
2025-09-01,E-commerce,Chennai,567869.72,156144.18,bundle / search placement,7,True
2025-09-01,Quick commerce,Mumbai,1349789.79,173334.37,instant discount / app visibility,4,True
2025-09-01,Quick commerce,Delhi NCR,998500.96,170778.93,instant discount / app visibility,5,True
2025-09-01,Quick commerce,Bengaluru,1189256.91,191909.86,instant discount / app visibility,8,True
2025-09-01,Quick commerce,Hyderabad,896391.9,145521.89,instant discount / app visibility,14,True
2025-09-01,Quick commerce,Pune,770363.21,149087.6,instant discount / app visibility,8,True
2025-09-01,Quick commerce,Chennai,888321.52,127662.45,instant discount / app visibility,14,True
2025-09-01,Cafés,Mumbai,44053.23,90407.58,trade visibility / display,12,True
2025-09-01,Cafés,Delhi NCR,0.0,105275.09,trade visibility / display,13,True
2025-09-01,Cafés,Bengaluru,140729.01,113226.57,trade visibility / display,14,True
2025-09-01,Cafés,Hyderabad,145707.54,133830.84,trade visibility / display,12,True
2025-09-01,Cafés,Pune,84787.08,131864.06,trade visibility / display,12,True
2025-09-01,Cafés,Chennai,82297.19,90436.17,trade visibility / display,5,True
2025-09-01,Sports/events,Mumbai,63165.53,77381.66,sampling / event activation,12,True
2025-09-01,Sports/events,Delhi NCR,79643.72,75083.28,sampling / event activation,3,True
2025-09-01,Sports/events,Bengaluru,0.0,115532.5,sampling / event activation,12,True
2025-09-01,Sports/events,Hyderabad,0.0,83679.61,sampling / event activation,11,True
2025-09-01,Sports/events,Pune,7032.55,79116.6,sampling / event activation,12,True
2025-09-01,Sports/events,Chennai,48393.72,79700.39,sampling / event activation,11,True
2025-10-01,Grocery,Mumbai,615240.35,165613.44,trade visibility / display,7,True
2025-10-01,Grocery,Delhi NCR,520001.29,154403.55,trade visibility / display,7,True
2025-10-01,Grocery,Bengaluru,380856.1,164538.9,trade visibility / display,10,True
2025-10-01,Grocery,Hyderabad,375610.56,152129.57,trade visibility / display,9,True
2025-10-01,Grocery,Pune,391021.3,124384.38,trade visibility / display,7,True
2025-10-01,Grocery,Chennai,211869.31,115525.56,trade visibility / display,9,True
2025-10-01,Convenience,Mumbai,285148.23,222131.72,trade visibility / display,9,True
2025-10-01,Convenience,Delhi NCR,707123.69,247217.93,trade visibility / display,6,True
2025-10-01,Convenience,Bengaluru,785216.84,278785.44,trade visibility / display,11,True
2025-10-01,Convenience,Hyderabad,703843.56,231191.93,trade visibility / display,7,True
2025-10-01,Convenience,Pune,403159.47,208793.84,trade visibility / display,6,True
2025-10-01,Convenience,Chennai,392150.52,184276.05,trade visibility / display,8,True
2025-10-01,E-commerce,Mumbai,800354.38,187703.65,bundle / search placement,4,True
2025-10-01,E-commerce,Delhi NCR,631183.39,142412.19,bundle / search placement,10,True
2025-10-01,E-commerce,Bengaluru,755094.24,192127.59,bundle / search placement,12,True
2025-10-01,E-commerce,Hyderabad,472364.2,151041.93,bundle / search placement,15,True
2025-10-01,E-commerce,Pune,637243.35,153820.82,bundle / search placement,6,True
2025-10-01,E-commerce,Chennai,316624.09,159869.06,bundle / search placement,10,True
2025-10-01,Quick commerce,Mumbai,1174655.08,203852.74,instant discount / app visibility,9,True
2025-10-01,Quick commerce,Delhi NCR,1153597.85,237006.29,instant discount / app visibility,12,True
2025-10-01,Quick commerce,Bengaluru,1264787.11,202847.09,instant discount / app visibility,11,True
2025-10-01,Quick commerce,Hyderabad,1002248.33,177703.54,instant discount / app visibility,13,True
2025-10-01,Quick commerce,Pune,802250.52,182624.02,instant discount / app visibility,14,True
2025-10-01,Quick commerce,Chennai,954195.85,163176.58,instant discount / app visibility,4,True
2025-10-01,Cafés,Mumbai,106979.27,100699.01,trade visibility / display,7,True
2025-10-01,Cafés,Delhi NCR,114710.6,107904.51,trade visibility / display,11,True
2025-10-01,Cafés,Bengaluru,42346.02,97836.3,trade visibility / display,10,True
2025-10-01,Cafés,Hyderabad,161707.05,118021.51,trade visibility / display,9,True
2025-10-01,Cafés,Pune,72080.19,105322.92,trade visibility / display,5,True
2025-10-01,Cafés,Chennai,115786.76,77858.97,trade visibility / display,10,True
2025-10-01,Sports/events,Mumbai,44565.63,77181.61,sampling / event activation,12,True
2025-10-01,Sports/events,Delhi NCR,126571.78,102602.82,sampling / event activation,3,True
2025-10-01,Sports/events,Bengaluru,0.0,117865.33,sampling / event activation,10,True
2025-10-01,Sports/events,Hyderabad,21594.88,89586.37,sampling / event activation,14,True
2025-10-01,Sports/events,Pune,16381.83,95247.02,sampling / event activation,10,True
2025-10-01,Sports/events,Chennai,0.0,66340.79,sampling / event activation,15,True
2025-11-01,Grocery,Mumbai,361423.75,179515.9,trade visibility / display,7,True
2025-11-01,Grocery,Delhi NCR,690279.09,176302.67,trade visibility / display,3,True
2025-11-01,Grocery,Bengaluru,229550.69,168540.36,trade visibility / display,11,True
2025-11-01,Grocery,Hyderabad,294359.83,123428.36,trade visibility / display,5,True
2025-11-01,Grocery,Pune,353086.67,145881.24,trade visibility / display,3,True
2025-11-01,Grocery,Chennai,414392.5,129231.6,trade visibility / display,5,True
2025-11-01,Convenience,Mumbai,578301.09,277799.82,trade visibility / display,15,True
2025-11-01,Convenience,Delhi NCR,572514.94,259177.38,trade visibility / display,13,True
2025-11-01,Convenience,Bengaluru,459934.33,275093.39,trade visibility / display,6,True
2025-11-01,Convenience,Hyderabad,548858.47,235820.61,trade visibility / display,10,True
2025-11-01,Convenience,Pune,265396.74,192990.82,trade visibility / display,7,True
2025-11-01,Convenience,Chennai,547378.98,206070.49,trade visibility / display,5,True
2025-11-01,E-commerce,Mumbai,664061.41,169382.68,bundle / search placement,15,True
2025-11-01,E-commerce,Delhi NCR,687086.59,153127.05,bundle / search placement,13,True
2025-11-01,E-commerce,Bengaluru,722324.35,164190.46,bundle / search placement,7,True
2025-11-01,E-commerce,Hyderabad,759183.75,137907.16,bundle / search placement,7,True
2025-11-01,E-commerce,Pune,818686.22,131304.58,bundle / search placement,13,True
2025-11-01,E-commerce,Chennai,599731.11,139162.99,bundle / search placement,8,True
2025-11-01,Quick commerce,Mumbai,1450197.0,193723.75,instant discount / app visibility,7,True
2025-11-01,Quick commerce,Delhi NCR,1555697.41,217273.08,instant discount / app visibility,8,True
2025-11-01,Quick commerce,Bengaluru,972254.46,196322.49,instant discount / app visibility,8,True
2025-11-01,Quick commerce,Hyderabad,999504.99,187335.65,instant discount / app visibility,9,True
2025-11-01,Quick commerce,Pune,1033029.14,213189.87,instant discount / app visibility,3,True
2025-11-01,Quick commerce,Chennai,1342575.41,190257.3,instant discount / app visibility,9,True
2025-11-01,Cafés,Mumbai,159056.82,122313.2,trade visibility / display,8,True
2025-11-01,Cafés,Delhi NCR,75792.45,151124.1,trade visibility / display,6,True
2025-11-01,Cafés,Bengaluru,232019.41,119715.2,trade visibility / display,7,True
2025-11-01,Cafés,Hyderabad,185732.63,86238.23,trade visibility / display,8,True
2025-11-01,Cafés,Pune,148590.25,137878.42,trade visibility / display,7,True
2025-11-01,Cafés,Chennai,53834.06,106315.8,trade visibility / display,14,True
2025-11-01,Sports/events,Mumbai,44879.14,89862.45,sampling / event activation,9,True
2025-11-01,Sports/events,Delhi NCR,87790.28,138261.73,sampling / event activation,9,True
2025-11-01,Sports/events,Bengaluru,2500.81,73790.89,sampling / event activation,6,True
2025-11-01,Sports/events,Hyderabad,29811.76,82472.4,sampling / event activation,14,True
2025-11-01,Sports/events,Pune,47424.59,79556.98,sampling / event activation,3,True
2025-11-01,Sports/events,Chennai,35741.05,90085.33,sampling / event activation,10,True
2025-12-01,Grocery,Mumbai,267760.23,152916.58,trade visibility / display,5,True
2025-12-01,Grocery,Delhi NCR,435191.2,138846.96,trade visibility / display,12,True
2025-12-01,Grocery,Bengaluru,330323.72,187378.55,trade visibility / display,7,True
2025-12-01,Grocery,Hyderabad,284543.57,138530.68,trade visibility / display,6,True
2025-12-01,Grocery,Pune,349101.54,137935.94,trade visibility / display,3,True
2025-12-01,Grocery,Chennai,293170.67,141057.03,trade visibility / display,13,True
2025-12-01,Convenience,Mumbai,371043.85,241532.15,trade visibility / display,8,True
2025-12-01,Convenience,Delhi NCR,797545.94,187078.38,trade visibility / display,6,True
2025-12-01,Convenience,Bengaluru,404309.87,250494.58,trade visibility / display,13,True
2025-12-01,Convenience,Hyderabad,408239.53,235744.11,trade visibility / display,3,True
2025-12-01,Convenience,Pune,208948.42,189512.09,trade visibility / display,9,True
2025-12-01,Convenience,Chennai,480194.48,176823.17,trade visibility / display,5,True
2025-12-01,E-commerce,Mumbai,832198.03,147370.1,bundle / search placement,4,True
2025-12-01,E-commerce,Delhi NCR,896829.48,177900.82,bundle / search placement,3,True
2025-12-01,E-commerce,Bengaluru,687120.83,165934.71,bundle / search placement,5,True
2025-12-01,E-commerce,Hyderabad,410886.2,120060.41,bundle / search placement,15,True
2025-12-01,E-commerce,Pune,463405.21,165883.12,bundle / search placement,8,True
2025-12-01,E-commerce,Chennai,624626.78,150316.15,bundle / search placement,15,True
2025-12-01,Quick commerce,Mumbai,1228089.27,223086.58,instant discount / app visibility,6,True
2025-12-01,Quick commerce,Delhi NCR,1111887.55,240244.14,instant discount / app visibility,12,True
2025-12-01,Quick commerce,Bengaluru,1304562.51,224310.65,instant discount / app visibility,4,True
2025-12-01,Quick commerce,Hyderabad,921705.18,193552.49,instant discount / app visibility,4,True
2025-12-01,Quick commerce,Pune,908847.56,172827.24,instant discount / app visibility,3,True
2025-12-01,Quick commerce,Chennai,892730.89,174916.72,instant discount / app visibility,14,True
2025-12-01,Cafés,Mumbai,139077.81,100597.48,trade visibility / display,11,True
2025-12-01,Cafés,Delhi NCR,100962.79,154085.8,trade visibility / display,12,True
2025-12-01,Cafés,Bengaluru,61998.41,92909.73,trade visibility / display,15,True
2025-12-01,Cafés,Hyderabad,58860.76,132498.07,trade visibility / display,7,True
2025-12-01,Cafés,Pune,30757.58,132645.79,trade visibility / display,12,True
2025-12-01,Cafés,Chennai,76241.92,77528.12,trade visibility / display,9,True
2025-12-01,Sports/events,Mumbai,80314.05,133642.65,sampling / event activation,10,True
2025-12-01,Sports/events,Delhi NCR,0.0,67046.1,sampling / event activation,11,True
2025-12-01,Sports/events,Bengaluru,0.0,132740.47,sampling / event activation,9,True
2025-12-01,Sports/events,Hyderabad,83240.83,83238.28,sampling / event activation,3,True
2025-12-01,Sports/events,Pune,24986.63,85133.88,sampling / event activation,3,True
2025-12-01,Sports/events,Chennai,45220.98,62609.18,sampling / event activation,9,True
